componentId,sellable,graceSku,websiteSku,type,neck,finish,capColor,capStyle,color,trimColor,applicator,convexFamily,itemName,status,typeEvidence,dotted,rollerMaterial,psdStem,psdLibrary,psdPath,psdFolder,psdMatch,psdCanvas,psdHiddenLayers,stockStatus,imageUrl,productUrl,source,confidence
CMP-ROC-SGLD-17415,True,CMP-ROC-SGLD-17415,CpRoll17-415ShnGl,roll-on-cap,17-415,Shiny Gold,Shiny Gold,Roll-On,Gold,,Plastic Roller Ball,Roll-On Cap,"Shiny gold cap or closure for rollon bottles, Threadsize 17-415",current,family=Roll-On Cap,False,,CpRoll17-415ShnGl,20. Caps,12. 17-415 Roll on/6. CpRoll17-415ShnGl.psd,12. 17-415 Roll on,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Shiny-Gold-Color-17-415,convex:products (dev) 2026-09-25,high
CMP-ROC-SSLV-17415,True,CMP-ROC-SSLV-17415,CpRoll17-415ShnSl,roll-on-cap,17-415,Shiny Silver,Shiny Silver,Roll-On,Silver,,Plastic Roller Ball,Roll-On Cap,"Shiny silver cap or closure for rollon bottles, Threadsize 17-415",current,family=Roll-On Cap,False,,CpRoll17-415ShnSl,20. Caps,12. 17-415 Roll on/7. CpRoll17-415ShnSl.psd,12. 17-415 Roll on,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Shiny-Silver-Color-17-415,convex:products (dev) 2026-09-25,high
CMP-ROC-SLV-17415-DOT,True,CMP-ROC-SLV-17415-DOT,CpRoll17-415SlDot,roll-on-cap,17-415,Silver,Silver,Roll-On,Silver,,Plastic Roller Ball,Roll-On Cap,"Silver with dots cap or closure for rollon bottles, Threadsize 17-415",current,family=Roll-On Cap,True,,CpRoll17-415SlDot,20. Caps,12. 17-415 Roll on/3. CpRoll17-415SlDot.psd,12. 17-415 Roll on,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-Silver-Dot-Color-17-415,convex:products (dev) 2026-09-25,high
CMP-ROC-WHT-17415,True,CMP-ROC-WHT-17415,CpRoll17-415White,roll-on-cap,17-415,White,White,Roll-On,White,,Plastic Roller Ball,Roll-On Cap,"White cap or closure for rollon bottles, Threadsize 17-415",current,family=Roll-On Cap,False,,CpRoll17-415White,20. Caps,12. 17-415 Roll on/10. CpRoll17-415White.psd,12. 17-415 Roll on,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/Caps-lids-top-roll-on-bottle-White-Color-17-415,convex:products (dev) 2026-09-25,high
CMP-LPM-BLK-17-415,True,CMP-LPM-BLK-17-415,Ltn17-415Blk,lotion-pump,17-415,Black,Black,Pump,Black,,,Roll-On Cap,"Shiny black collar Lotion or treatment pump, Threadsize 17-415",current,family=Roll-On Cap but SKU/capStyle says lotion pump,False,,Ltn17-415Blk,20. Caps,14. 17-415 Lotion /19. Ltn17-415Blk.psd,14. 17-415 Lotion,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-black-color-17-415,convex:products (dev) 2026-09-25,high
CMP-LPM-SGLD-17-415,True,CMP-LPM-SGLD-17-415,Ltn17-415Gl,lotion-pump,17-415,Shiny Gold,Shiny Gold,Pump,Gold,,,Roll-On Cap,"Shiny gold collar Lotion or treatment pump, Threadsize 17-415",current,family=Roll-On Cap but SKU/capStyle says lotion pump,False,,Ltn17-415Gl,20. Caps,14. 17-415 Lotion /18. Ltn17-415Gl.psd,14. 17-415 Lotion,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-gold-color-17-415,convex:products (dev) 2026-09-25,high
CMP-LPM-MSLV-17-415,True,CMP-LPM-MSLV-17-415,Ltn17-415MattSl,lotion-pump,17-415,Matte Silver,Matte Silver,Pump,Silver,,,Roll-On Cap,"Matte silver collar Lotion or treatment pump, Threadsize 17-415",current,family=Roll-On Cap but SKU/capStyle says lotion pump,False,,Ltn17-415MattSl,20. Caps,14. 17-415 Lotion /17. Ltn17-415MattSl.psd,14. 17-415 Lotion,exact,"[552, 736]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-matte-silver-color-17-415,convex:products (dev) 2026-09-25,high
CMP-SPR-BLK-17-415-01,True,CMP-SPR-BLK-17-415-01,Spry17-415Blk,fine-mist-sprayer,17-415,Black,Black,Spray,Black,,Fine Mist Sprayer,Sprayer,"Shiny black collar sprayer, Thread size 17-415",current,family=Sprayer,False,,Spry17-415Blk,20. Caps,13. 17-415 Spray/13. Spry17-415Blk.psd,13. 17-415 Spray,exact,"[552, 736]",1,In Stock,,https://www.bestbottles.com/product/spray-top-black-trim-color-17-415,convex:products (dev) 2026-09-25,high
CMP-SPR-SGLD-17-415,True,CMP-SPR-SGLD-17-415,Spry17-415Gl,fine-mist-sprayer,17-415,Shiny Gold,Shiny Gold,Spray,Gold,,Fine Mist Sprayer,Sprayer,"Shiny gold collar sprayer, Thread size 17-415",current,family=Sprayer,False,,Spry17-415Gl,20. Caps,13. 17-415 Spray/11. Spry17-415Gl.psd,13. 17-415 Spray,exact,"[552, 736]",1,In Stock,,https://www.bestbottles.com/product/spray-top-gold-color-17-415,convex:products (dev) 2026-09-25,high
CMP-SPR-SLV-17-415,True,CMP-SPR-SLV-17-415,Spry17-415MattSl,fine-mist-sprayer,17-415,Matte Silver,Matte Silver,Spray,Silver,,Fine Mist Sprayer,Sprayer,"Matte silver collar sprayer, Thread size 17-415",current,family=Sprayer,False,,Spry17-415MattSl,20. Caps,13. 17-415 Spray/12. Spry17-415MattSl.psd,13. 17-415 Spray,exact,"[552, 736]",1,In Stock,,https://www.bestbottles.com/product/spray-top-matte-silver-color-17-415,convex:products (dev) 2026-09-25,high
CMP-SPR-RED-17-415,True,CMP-SPR-RED-17-415,Spry17-415Red,fine-mist-sprayer,17-415,Red,Red,Spray,Red,,Fine Mist Sprayer,Sprayer,"Shiny red collar sprayer, Thread size 17-415",current,family=Sprayer,False,,Spry17-415Red,20. Caps,13. 17-415 Spray/15. Spry17-415Red.psd,13. 17-415 Spray,exact,"[552, 736]",1,In Stock,,https://www.bestbottles.com/product/spray-top-red-color-17-415,convex:products (dev) 2026-09-25,high
CMP-SPR-SSLV-17-415,True,CMP-SPR-SSLV-17-415,Spry17-415ShnSl,fine-mist-sprayer,17-415,Shiny Silver,Shiny Silver,Spray,Silver,,Fine Mist Sprayer,Sprayer,"Shiny silver collar sprayer, Thread size 17-415",current,family=Sprayer,False,,Spry17-415ShnSl,20. Caps,13. 17-415 Spray/14. Spry17-415ShnSl.psd,13. 17-415 Spray,exact,"[552, 736]",1,In Stock,,https://www.bestbottles.com/product/spray-top-shiny-silver-color-17-415,convex:products (dev) 2026-09-25,high
CMP-SPR-CLR-17-415,True,CMP-SPR-CLR-17-415,Spry17-415Tur,fine-mist-sprayer,17-415,Turquoise,Turquoise,Spray,Shiny,,Fine Mist Sprayer,Sprayer,"Shiny turquoise collar sprayer, Thread size 17-415",current,family=Sprayer,False,,Spry17-415Tur,20. Caps,13. 17-415 Spray/16. Spry17-415Tur.psd,13. 17-415 Spray,exact,"[552, 736]",1,In Stock,,https://www.bestbottles.com/product/spray-top-turquoise-color-17-415,convex:products (dev) 2026-09-25,high
CMP-APP-BLK-18-400,True,CMP-APP-BLK-18-400,18-400CpAppBlk,cap,18-400,Black,Black,Applicator,Black,,,Cap/Closure,"Black cap with glass rod applicator, Threadsize 18-400",current,family=Cap/Closure,False,,CP18-400AppBlk,20. Caps,27. 18-400 Cap with Wand/2. CP18-400AppBlk.psd,27. 18-400 Cap with Wand,alias-map,"[674, 978]",1,In Stock,,https://www.bestbottles.com/product/Caps-lid-with-applicator-top-black-Color-8-425,convex:products (dev) 2026-09-25,high
CMP-CAP-BLK-18-400,True,CMP-CAP-BLK-18-400,18-400CpShortBlk,cap,18-400,Black,Black,Short,Black,,Cap/Closure,Cap/Closure,"Black lid or closure for glass bottle, Thread size 18-400",current,family=Cap/Closure,False,,CP18-400ShortBlk,20. Caps,26. 18-400 Cap/1. CP18-400ShortBlk.psd,26. 18-400 Cap,alias-map,"[674, 978]",0,In Stock,,https://www.bestbottles.com/product/Caps-lid-short-top-black-Color-18-400,convex:products (dev) 2026-09-25,high
CMP-DRP-BLK-18400-90MM,True,CMP-DRP-BLK-18400-90MM,Drp18-40015mlBlckBulb,dropper,18-400,Black,Black,Dropper,,,,Dropper,"Black rubber bulb dropper with black cap. Glass stem length is 66 mm, Thread size 18-400",current,family=Dropper,False,,DRP18-40015mlBlckBulb,20. Caps,4. 18-400 Droppers/2. DRP18-40015mlBlckBulb.psd,4. 18-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-black-rubber-bulb-black-trim-glass-Pipette-15ml,convex:products (dev) 2026-09-25,high
CMP-DRP-BKGD-18400-66,True,CMP-DRP-BKGD-18400-66,Drp18-40015mlShnGlTrimBlkBulb,dropper,18-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with shiny gold collar cap. Glass stem length is 66 mm, Thread size 18-400",current,family=Dropper,False,,DRP18-40015mlShnGlTrimBlkBulb,20. Caps,4. 18-400 Droppers/5. DRP18-40015mlShnGlTrimBlkBulb.psd,4. 18-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-black-rubber-bulb--gold-trim-glass-Pipette-15ml,convex:products (dev) 2026-09-25,high
CMP-DRP-WTGD-18400-66,True,CMP-DRP-WTGD-18400-66,Drp18-40015mlShnGlTrimWhiteBulb,dropper,18-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with shiny gold collar cap. Glass stem length is 66 mm, Thread size 18-400",current,family=Dropper,False,,DRP18-40015mlShnGlTrimWhiteBulb,20. Caps,4. 18-400 Droppers/4. DRP18-40015mlShnGlTrimWhiteBulb.psd,4. 18-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-gold-trim-glass-Pipette-15ml,convex:products (dev) 2026-09-25,high
CMP-DRP-BKSL-18400-66,True,CMP-DRP-BKSL-18400-66,Drp18-40015mlShnSlTrimBlkBulb,dropper,18-400,Black,Black,Dropper,Black,,Dropper,Dropper,"Black rubber bulb dropper with shiny silver collar cap. Glass stem length is 66 mm, Thread size 18-400",current,family=Dropper,False,,DRP18-40015mlShnSlTrimBlkBulb,20. Caps,4. 18-400 Droppers/3. DRP18-40015mlShnSlTrimBlkBulb.psd,4. 18-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-black-rubber-silver-trim-bulb-glass-Pipette-15ml,convex:products (dev) 2026-09-25,high
CMP-DRP-WTSL-18400-66,True,CMP-DRP-WTSL-18400-66,Drp18-40015mlShnSlTrimWhiteBulb,dropper,18-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with shiny silver collar cap. Glass stem length is 66 mm, Thread size 18-400",current,family=Dropper,False,,DRP18-40015mlShnSlTrimWhiteBulb,20. Caps,4. 18-400 Droppers/6. DRP18-40015mlShnSlTrimWhiteBulb.psd,4. 18-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-silver-trim-glass-Pipette-15ml,convex:products (dev) 2026-09-25,high
CMP-DRP-WHT-18400-66,True,CMP-DRP-WHT-18400-66,Drp18-40015mlWhiteBulb,dropper,18-400,White,White,Dropper,White,,Dropper,Dropper,"White rubber bulb dropper with white cap. Glass stem length is 66 mm, Thread size 18-400",current,family=Dropper,False,,DRP18-40015mlWhiteBulb,20. Caps,4. 18-400 Droppers/1. DRP18-40015mlWhiteBulb.psd,4. 18-400 Droppers,case-insensitive,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-white-trim-glass-Pipette-15ml,convex:products (dev) 2026-09-25,high
CMP-CAP-BLK-18415-LTR,True,CMP-CAP-BLK-18415-LTR,CP18-415BlkLthr,faux-leather-cap,18-415,Black,Black,Faux Leather,Black,,Cap/Closure,Cap/Closure,"Black Faux Leather caps for glass bottles, Thread size 18-415",current,family=Cap/Closure; leather,False,,CP18-415BlkLthr,20. Caps,6. 18-415 Caps/4. CP18-415BlkLthr.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-black-leather-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-BRN-18415-LTR,True,CMP-CAP-BRN-18415-LTR,CP18-415BrwnLthr,faux-leather-cap,18-415,Brown,Brown,Faux Leather,Brown,,Cap/Closure,Cap/Closure,"Brown Faux Leather caps for glass bottles, Thread size 18-415",current,family=Cap/Closure; leather,False,,CP18-415BrwnLthr,20. Caps,6. 18-415 Caps/5. CP18-415BrwnLthr.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-brown-leather-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-LBRN-18415-LTR,True,CMP-CAP-LBRN-18415-LTR,CP18-415LBrwnLthr,faux-leather-cap,18-415,Brown,Brown,Faux Leather,Brown,,Cap/Closure,Cap/Closure,"Light Brown Faux Leather caps for glass bottles, Thread size 18-415",current,family=Cap/Closure; leather,False,,CP18-415LBrwnLthr,20. Caps,6. 18-415 Caps/6. CP18-415LBrwnLthr.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-light-brown-leather-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-IVY-18415-LTR,True,CMP-CAP-IVY-18415-LTR,CP18-415LIvyLthr,faux-leather-cap,18-415,Ivory,Ivory,Faux Leather,Ivory,,Cap/Closure,Cap/Closure,"Ivory Faux Leather caps for glass bottles, Thread size 18-415",current,family=Cap/Closure; leather,False,,CP18-415LIvyLthr,20. Caps,6. 18-415 Caps/44. CP18-415LIvyLthr.psd,6. 18-415 Caps,exact,"[802, 914]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-ivory-leather-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-PNK-18415-LTR,True,CMP-CAP-PNK-18415-LTR,CP18-415LPnkLthr,faux-leather-cap,18-415,Pink,Pink,Faux Leather,Pink,,Cap/Closure,Cap/Closure,"Pink Faux Leather caps for glass bottles, Thread size 18-415",current,family=Cap/Closure; leather,False,,CP18-415LPnkLthr,20. Caps,6. 18-415 Caps/45. CP18-415LPnkLthr.psd,6. 18-415 Caps,exact,"[802, 914]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-pink-leather-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-MSLV-18415-S,True,CMP-CAP-MSLV-18415-S,CP18-415MtSl,cap,18-415,Matte Silver,Matte Silver,Short,Silver,,Cap/Closure,Cap/Closure,"Short Matt Silver caps for glass bottles, Thread size 18-415",current,family=Cap/Closure,False,,CP18-415MtSl,20. Caps,6. 18-415 Caps/9. CP18-415MtSl.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-matte-silver-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-MSLV-18415-T,True,CMP-CAP-MSLV-18415-T,CP18-415MtSlTall,cap,18-415,Matte Silver,Matte Silver,Tall,Silver,,Cap/Closure,Cap/Closure,Tall Matt Silver caps for glass bottles. Thread size 18-415,current,family=Cap/Closure,False,,CP18-415MtSlTall,20. Caps,6. 18-415 Caps/8. CP18-415MtSlTall.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-matte-silver-tall-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-SBLK-18415-T,True,CMP-CAP-SBLK-18415-T,CP18-415ShnBlkTall,cap,18-415,Shiny Black,Shiny Black,Tall,Black,,Cap/Closure,Cap/Closure,Tall Black caps for glass bottles. Thread size 18-415,current,family=Cap/Closure,False,,CP18-415ShnBlkTall,20. Caps,6. 18-415 Caps/2. CP18-415ShnBlkTall.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-shiny-black-tall-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-SGLD-18415-S,True,CMP-CAP-SGLD-18415-S,CP18-415ShnGl,cap,18-415,Shiny Gold,Shiny Gold,Short,Gold,,Cap/Closure,Cap/Closure,Short Shiny Gold caps for glass bottles. Thread size 18-415,current,family=Cap/Closure,False,,CP18-415ShnGl,20. Caps,6. 18-415 Caps/1. CP18-415ShnGl.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-shiny-gold-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-SSLV-18415-S,True,CMP-CAP-SSLV-18415-S,CP18-415ShnSl,cap,18-415,Shiny Silver,Shiny Silver,Short,Silver,,Cap/Closure,Cap/Closure,Short Shiny Silver caps for glass bottles. Thread size 18-415,current,family=Cap/Closure,False,,CP18-415ShnSl,20. Caps,6. 18-415 Caps/7. CP18-415ShnSl.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-shiny-silver-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-CAP-WHT-18415-T,True,CMP-CAP-WHT-18415-T,CP18-415Wh,cap,18-415,White,White,,White,,Cap/Closure,Cap/Closure,Tall White caps for glass bottles. Thread size 18-415,current,family=Cap/Closure,False,,CP18-415Wh,20. Caps,6. 18-415 Caps/10. CP18-415Wh.psd,6. 18-415 Caps,exact,"[245, 245]",0,In Stock,,https://www.bestbottles.com/product/Caps-reducer-lids-top-bottle-white-Color-18-415,convex:products (dev) 2026-09-25,high
CMP-DRP-CPR-18415,True,CMP-DRP-CPR-18415,Drp18-415Cu,dropper,18-415,Copper,Copper,Dropper,White,,Dropper,Dropper,White rubber bulb dropper with shiny copper collar cap. Thread size 18-415,current,family=Dropper,False,,Drp18-415Cu,20. Caps,29. 18-415 Droppers/Drp18-415Cu.psd,29. 18-415 Droppers,exact,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-copper-trim-glass-Pipette,convex:products (dev) 2026-09-25,high
CMP-DRP-SGLD-18415,True,CMP-DRP-SGLD-18415,Drp18-415Gl,dropper,18-415,Shiny Gold,Shiny Gold,Dropper,White,,Dropper,Dropper,White rubber bulb dropper with shiny gold collar cap. Thread size 18-415,current,family=Dropper,False,,Drp18-415Gl,20. Caps,29. 18-415 Droppers/Drp18-415Gl.psd,29. 18-415 Droppers,exact,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-gold-trim-glass-Pipette,convex:products (dev) 2026-09-25,high
CMP-DRP-SSLV-18415,True,CMP-DRP-SSLV-18415,Drp18-415Sl,dropper,18-415,Silver,Silver,Dropper,White,,Dropper,Dropper,White rubber bulb dropper with shiny silver collar cap. Thread size 18-415,current,family=Dropper,False,,Drp18-415Sl,20. Caps,29. 18-415 Droppers/Drp18-415Sl.psd,29. 18-415 Droppers,exact,"[1521, 3072]",0,In Stock,,https://www.bestbottles.com/product/Dropper-white-rubber-bulb-silver-trim-glass-Pipette,convex:products (dev) 2026-09-25,high
CMP-LPM-CPR-18-415,True,CMP-LPM-CPR-18-415,Ltn18-415Cu,lotion-pump,18-415,Copper,Copper,Pump,Copper,,,Lotion Pump,Lotion Pump Thread 18-415,current,family=Lotion Pump,False,,Ltn18-415Cu,20. Caps,8. 18-415 Lotion/16. Ltn18-415Cu.psd,8. 18-415 Lotion,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-copper-color-18-415,convex:products (dev) 2026-09-25,high
CMP-LPM-MTCP-18-415-05,True,CMP-LPM-MTCP-18-415-05,Ltn18-415Cu__RETIRED__CMP-LPM-MTCP-18-415-05__kd784ex2me3vvcd85vy4a1a6js81thdk,lotion-pump,18-415,Copper,Copper,Pump,,,,Lotion Pump,"Matte Copper Lotion or treatment pump, Threadsize 18-415",retired,family=Lotion Pump,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/lotion-top-copper-color-18-415,convex:products (dev) 2026-09-25,low
CMP-LPM-MGLD-18-415,True,CMP-LPM-MGLD-18-415,Ltn18-415MtGl,lotion-pump,18-415,Matte Gold,Matte Gold,Pump,Gold,,,Lotion Pump,Lotion Pump Thread 18-415,current,family=Lotion Pump,False,,Ltn18-415MtGl,20. Caps,8. 18-415 Lotion/16. Ltn18-415MtGl.psd,8. 18-415 Lotion,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-matte-gold-color-18-415,convex:products (dev) 2026-09-25,high
CMP-LPM-MTGD-18-415-07,True,CMP-LPM-MTGD-18-415-07,Ltn18-415MtGl__RETIRED__CMP-LPM-MTGD-18-415-07__kd77fjwrtm2y66dsm6a968d8w181tc1a,lotion-pump,18-415,Matte Gold,Matte Gold,Pump,,,,Lotion Pump,"Matte Gold Lotion or treatment pump, Threadsize 18-415",retired,family=Lotion Pump,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/lotion-top-matte-gold-color-18-415,convex:products (dev) 2026-09-25,low
CMP-LPM-MSLV-18-415-01,True,CMP-LPM-MSLV-18-415-01,Ltn18-415MtSl,lotion-pump,18-415,Matte Silver,Matte Silver,Pump,Silver,,,Lotion Pump,Lotion Pump Thread 18-415,current,family=Lotion Pump,False,,Ltn18-415MtSl,20. Caps,8. 18-415 Lotion/16. Ltn18-415MtSl.psd,8. 18-415 Lotion,exact,"[578, 1044]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-matte-silver-color-18-415,convex:products (dev) 2026-09-25,high
CMP-LPM-MSLV-18-415-02,True,CMP-LPM-MSLV-18-415-02,Ltn18-415MtSlCl,lotion-pump,18-415,Matte Silver,Matte Silver,Pump,Clear,,,Lotion Pump,"Matte Silver Lotion or treatment pump with clear overcap, Threadsize 18-415",current,family=Lotion Pump,False,,Ltn18-415MtSlCl,20. Caps,8. 18-415 Lotion/20. Ltn18-415MtSlCl.psd,8. 18-415 Lotion,exact,"[565, 996]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-matte-silver-clear-overcap-color-18-415,convex:products (dev) 2026-09-25,high
CMP-LPM-MTSL-18-415-06,True,CMP-LPM-MTSL-18-415-06,Ltn18-415MtSl__RETIRED__CMP-LPM-MTSL-18-415-06__kd77x3d2kkebyajsdjqje2g1a981tq25,lotion-pump,18-415,Matte Silver,Matte Silver,Pump,,,,Lotion Pump,"Matte Silver Lotion or treatment pump, Threadsize 18-415",retired,family=Lotion Pump,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/lotion-top-matte-silver-color-18-415,convex:products (dev) 2026-09-25,low
CMP-LPM-SBLK-18-415,True,CMP-LPM-SBLK-18-415,Ltn18-415ShnBlk,lotion-pump,18-415,Shiny Black,Shiny Black,Pump,Black,,,Lotion Pump,"Shiny Black Lotion or treatment pump, Threadsize 18-415",current,family=Lotion Pump,False,,Ltn18-415ShnBlk,20. Caps,8. 18-415 Lotion/18. Ltn18-415ShnBlk.psd,8. 18-415 Lotion,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-shiny-black-color-18-415,convex:products (dev) 2026-09-25,high
CMP-LPM-SGLD-18-415,True,CMP-LPM-SGLD-18-415,Ltn18-415ShnGl,lotion-pump,18-415,Shiny Gold,Shiny Gold,Pump,Gold,,,Lotion Pump,"Shiny Gold Lotion or treatment pump, Threadsize 18-415",current,family=Lotion Pump,False,,Ltn18-415ShnGl,20. Caps,8. 18-415 Lotion/17. Ltn18-415ShnGl.psd,8. 18-415 Lotion,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-shiny-gold-color-18-415,convex:products (dev) 2026-09-25,high
CMP-LPM-SSLV-18-415,True,CMP-LPM-SSLV-18-415,Ltn18-415ShnSl,lotion-pump,18-415,Shiny Silver,Shiny Silver,Pump,Silver,,,Lotion Pump,"Shiny Silver Lotion or treatment pump, Threadsize 18-415",current,family=Lotion Pump,False,,Ltn18-415ShnSl,20. Caps,8. 18-415 Lotion/21. Ltn18-415ShnSl.psd,8. 18-415 Lotion,exact,"[400, 400]",0,In Stock,,https://www.bestbottles.com/product/lotion-top-shiny-silver-color-18-415,convex:products (dev) 2026-09-25,high
CMP-SPR-MTGD-18-415-01,True,CMP-SPR-MTGD-18-415-01,18-415CAP4SpryMtGl,fine-mist-sprayer,18-415,Matte Gold,Matte Gold,Spray,Matte Gold,,Fine Mist Sprayer,Sprayer,Sprayer Matte Gold Thread 18-415,current,family=Sprayer,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-gold,convex:products (dev) 2026-09-25,medium
CMP-SPR-SHBK-18-415-01,True,CMP-SPR-SHBK-18-415-01,18-415CAP4SpryShnBlk,fine-mist-sprayer,18-415,Shiny Black,Shiny Black,Spray,Shiny Black,,Fine Mist Sprayer,Sprayer,Sprayer Shiny Black Thread 18-415,current,family=Sprayer,False,,,,,,,,,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-Black,convex:products (dev) 2026-09-25,medium
CMP-SPR-BKSL-18-415-02,True,CMP-SPR-BKSL-18-415-02,AnSp18-415Blk,vintage-bulb-sprayer,18-415,Black,Black,Spray,,,,Sprayer,Black Antique or Vintage style bulb sprayer with silver fittings. Thread Size 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415Blk,20. Caps,9. 18-415 Ansp /29. Ansp18-415Blk.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-Black,convex:products (dev) 2026-09-25,high
CMP-SPR-GLD-18-415-02,True,CMP-SPR-GLD-18-415-02,AnSp18-415Gl,vintage-bulb-sprayer,18-415,Shiny Gold,Shiny Gold,Spray,,,,Sprayer,Gold Antique or Vintage style bulb sprayer with Gold fittings. Thread Size 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415Gl,20. Caps,9. 18-415 Ansp /27. Ansp18-415Gl.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,In Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-gold,convex:products (dev) 2026-09-25,high
CMP-SPR-IVGD-18-415-01,True,CMP-SPR-IVGD-18-415-01,AnSp18-415IvyGl,vintage-bulb-sprayer,18-415,Ivory,Ivory,Spray,Gold,Gold,,Sprayer,Sprayer Thread 18-415,current,family=Sprayer; SKU/name says bulb,False,,Ansp18-415IvyGl,20. Caps,9. 18-415 Ansp /28. Ansp18-415IvyGl.psd,9. 18-415 Ansp,case-insensitive,"[2550, 3300]",0,Out of Stock,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-gold,convex:products (dev) 2026-09-25,high
CMP-SPR-GDIV-18-415-02,True,CMP-SPR-GDIV-18-415-02,AnSp18-415IvyGl__RETIRED__CMP-SPR-GDIV-18-415-02__kd7eb4a9a6fvnhb98entc5h0t581v24t,vintage-bulb-sprayer,18-415,Ivory,Ivory,Spray,,Gold,,Sprayer,Ivory Gold Antique or Vintage style bulb sprayer with Gold fittings. Thread Size 18-415,retired,family=Sprayer; SKU/name says bulb,False,,,,,,,,,Discontinued,,https://www.bestbottles.com/product/Vintage-antique-bulb-sprayer-ivory-gold,convex:products (dev) 2026-09-25,low
