graceSku,websiteSku,family,itemName,color,capacity,coverageSource,coverageEvidenceUrl,referencePath
GB-SLM-CLR-100ML-RDC-SGLD,GBSlm100RdcrShnGl,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and shiny gold cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-SGLD.png
CMP-CAP-IVY-18415-LTR,CP18-415LIvyLthr,Cap/Closure,"Ivory Faux Leather caps for glass bottles, Thread size 18-415",Ivory,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-IVY-18415-LTR.png
GB-SLM-CLR-100ML-RDC-SBLK-T,GBSlm100RdcrShnBlkTall,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and tall black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-SBLK-T.png
CMP-CAP-PNK-18415-LTR,CP18-415LPnkLthr,Cap/Closure,"Pink Faux Leather caps for glass bottles, Thread size 18-415",Pink,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-PNK-18415-LTR.png
CMP-CAP-SGLD-18415-S,CP18-415ShnGl,Cap/Closure,Short Shiny Gold caps for glass bottles. Thread size 18-415,Gold,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-SGLD-18415-S.png
GB-SLM-CLR-100ML-RDC-BRLT,GBSlm100RdcrBrwnLthr,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Pric",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-BRLT.png
CMP-CAP-SBLK-18415-T,CP18-415ShnBlkTall,Cap/Closure,Tall Black caps for glass bottles. Thread size 18-415,Black,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-SBLK-18415-T.png
GB-SLM-CLR-100ML-RDC-LBLT,GBSlm100RdcrLBrwnLthr,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and light brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-LBLT.png
GB-SLM-CLR-100ML-RDC-SSLV,GBSlm100RdcrShnSl,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-SSLV.png
CMP-CAP-SSLV-18415-S,CP18-415ShnSl,Cap/Closure,Short Shiny Silver caps for glass bottles. Thread size 18-415,Silver,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-SSLV-18415-S.png
GB-SLM-CLR-100ML-RDC-MSLV-T,GBSlm100RdcrMtSlTall,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and tall silver matte cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-MSLV-T.png
CMP-CAP-MSLV-18415-T,CP18-415MtSlTall,Cap/Closure,Tall Matt Silver caps for glass bottles. Thread size 18-415,Silver,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-MSLV-18415-T.png
CMP-CAP-WHT-18415-T,CP18-415Wh,Cap/Closure,Tall White caps for glass bottles. Thread size 18-415,White,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/cap-closure/cap-closure-unknown-size-unknown-applicator/cap-on/CMP-CAP-WHT-18415-T.png
GB-SLM-CLR-100ML-RDC-WHT,GBSlm100RdcrWht,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and white cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-WHT.png
CMP-SPR-MTGD-18-415-05,Spry18-415MtGl,Sprayer,"Matte Gold collar sprayer, Thread size 18-415",,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sprayer/sprayer-unknown-size-unknown-applicator/cap-on/CMP-SPR-MTGD-18-415-05.png
CMP-SPR-SHBK-18-415-06,Spry18-415ShnBlk,Sprayer,"Shiny Black collar sprayer, Thread size 18-415",,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sprayer/sprayer-unknown-size-unknown-applicator/cap-on/CMP-SPR-SHBK-18-415-06.png
CMP-SPR-MTSL-18-415-06,Spry18-415MtSl,Sprayer,"Matte Silver collar sprayer, Thread size 18-415",,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sprayer/sprayer-unknown-size-unknown-applicator/cap-on/CMP-SPR-MTSL-18-415-06.png
CMP-SPR-SHSL-18-415-06,Spry18-415ShnSl,Sprayer,"Shiny Silver collar sprayer, Thread size 18-415",,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sprayer/sprayer-unknown-size-unknown-applicator/cap-on/CMP-SPR-SHSL-18-415-06.png
CMP-ROC-MSLV-20400-T,CPRoll20-400TallMattSl,Roll-On Cap,"Tall Matte Silver cap or closure for rollon bottles, Threadsize 20-400",Silver,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-MSLV-20400-T.png
CMP-ROC-MGLD-20400-T,CPRoll20-400TallMattGl,Roll-On Cap,"Tall Matte Gold cap or closure for rollon bottles, Threadsize 20-400",Gold,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-MGLD-20400-T.png
CMP-ROC-SGLD-20400-T,CPRoll20-400TallShnGl,Roll-On Cap,"Tall Shiny Gold cap or closure for rollon bottles, Threadsize 20-400",Gold,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-SGLD-20400-T.png
CMP-ROC-SBLK-20400-T,CPRoll20-400TallShnBlk,Roll-On Cap,"Tall Shiny Black cap or closure for rollon bottles, Threadsize 20-400",Black,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-SBLK-20400-T.png
GB-SLK-CLR-100ML-RDC-BKLT,GBSlk100RdcrBlkLthr,Sleek,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml a",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-100ml-reducer/cap-on/GB-SLK-CLR-100ML-RDC-BKLT.png
GB-SLK-CLR-50ML-ASP-BLK,GBSlk50AnSpBlk,Sleek,"Sleek design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty",Clear,50 ml (1.69 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-50ml-vintage-bulb-sprayer/cap-on/GB-SLK-CLR-50ML-ASP-BLK.png
CMP-ROC-SSLV-20400-T,CPRoll20-400TallShnSl,Roll-On Cap,"Tall Shiny Silver cap or closure for rollon bottles, Threadsize 20-400",Silver,0 ml (0 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/roll-on-cap/roll-on-cap-unknown-size-unknown-applicator/cap-on/CMP-ROC-SSLV-20400-T.png
GB-SLM-CLR-100ML-RDC-BKLT,GBSlm100RdcrBlkLthr,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with reducer and black faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Pric",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-reducer/cap-on/GB-SLM-CLR-100ML-RDC-BKLT.png
GB-SLK-CLR-50ML-AST-BLK,GBSlk50AnSpTslBlk,Sleek,"Sleek design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance t",Clear,50 ml (1.69 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-50ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-SLK-CLR-50ML-AST-BLK.png
GB-SLM-CLR-50ML-ASP-BLK,GBSlm50AnSpBlk,Slim,"Slim design 50 ml, 1.7oz  clear glass bottle  with black vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beauty o",Clear,50 ml (1.69 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-50ml-vintage-bulb-sprayer/cap-on/GB-SLM-CLR-50ML-ASP-BLK.png
GB-SLM-CLR-50ML-AST-BLK,GBSlm50AnSpTslBlk,Slim,"Slim design 50 ml, 1.7oz  clear glass bottle  with Black vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance th",Clear,50 ml (1.69 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-50ml-vintage-bulb-sprayer-with-tassel/cap-on/GB-SLM-CLR-50ML-AST-BLK.png
GB-SLK-CLR-5ML-SPR-SGLD,GBSleek5SpryGlSh,Sleek,"Sleek design 5ml, 1/6oz Clear glass bottle with shiny gold spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Clear,5 ml (0.17 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-fine-mist-sprayer/cap-on/GB-SLK-CLR-5ML-SPR-SGLD.png
GB-SLK-CLR-5ML-SPR-SSLV,GBSleek5SprySlSh,Sleek,"Sleek design 5ml, 1/6oz Clear glass bottle with shiny silver spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Clear,5 ml (0.17 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-fine-mist-sprayer/cap-on/GB-SLK-CLR-5ML-SPR-SSLV.png
GB-SLK-CLR-5ML-SPR-SBLK,GBSleek5SpryBlkSh,Sleek,"Sleek design 5ml, 1/6oz Clear glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Clear,5 ml (0.17 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-fine-mist-sprayer/cap-on/GB-SLK-CLR-5ML-SPR-SBLK.png
GB-SLK-CLR-30ML-RDC-IVLT,GBSlk30RdcrIvyLthr,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and ivory faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 10",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-IVLT.png
GB-SLK-CLR-30ML-RDC-PKLT,GBSlk30RdcrPnkLthr,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and pink faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-PKLT.png
GB-SLK-CLR-100ML-SPR-SBLK,GBSlk100SpryShnBlk,Sleek,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with shiny black spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pr",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-100ml-perfume-spray-pump/cap-on/GB-SLK-CLR-100ML-SPR-SBLK.png
GB-SLK-CLR-5ML-ROL-BKDT,GBSleek5RollBlkDot,Sleek,"Sleek design 5ml, 1/6oz Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples a",Clear,5 ml (0.17 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-5ml-plastic-roller-ball/cap-on/GB-SLK-CLR-5ML-ROL-BKDT.png
GB-SLK-CLR-30ML-RDC-SGLD,GBSlk30RdcrShnGl,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and shiny gold cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pri",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-SGLD.png
GB-CYL-AMB-5ML-SPR-SBLK,GBTulipAmb5SpryBlkSh,Tulip,"Tulip design 5ml, 1/6 oz Amber glass bottle with shiny black spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Amber,5 ml (0.17 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/tulip/tulip-5ml-fine-mist-sprayer/cap-on/GB-CYL-AMB-5ML-SPR-SBLK.png
GB-SLK-CLR-100ML-SPR-SGLD,GBSlk100SpryShnGl,Sleek,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with shiny gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pri",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-100ml-perfume-spray-pump/cap-on/GB-SLK-CLR-100ML-SPR-SGLD.png
GB-SLK-CLR-30ML-RDC-SBLK-T,GBSlk30RdcrShnBlkTall,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and tall black shiny cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100m",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-SBLK-T.png
GB-SLK-CLR-100ML-SPR-MGLD,GBSlk100SpryMtGl,Sleek,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with matte gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. Pri",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-100ml-perfume-spray-pump/cap-on/GB-SLK-CLR-100ML-SPR-MGLD.png
GB-CYL-CLR-6ML-ROL-BKDT,GBTulip6RollBlkDot,Tulip,"Tulip design 6ml, 1/5oz Clear glass bottle with plastic roller ball plug and black shiny cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, Small sized bottle for decants, promotion, samples a",Clear,6 ml (0.2 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/tulip/tulip-6ml-plastic-roller-ball/cap-on/GB-CYL-CLR-6ML-ROL-BKDT.png
GB-SLK-CLR-100ML-SPR-MSLV,GBSlk100SpryMtSl,Sleek,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with matte silver spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-100ml-perfume-spray-pump/cap-on/GB-SLK-CLR-100ML-SPR-MSLV.png
GB-SLK-CLR-30ML-RDC-BRLT,GBSlk30RdcrBrwnLthr,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 10",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-BRLT.png
GB-SLK-CLR-100ML-SPR-SSLV,GBSlk100SpryShnSl,Sleek,"Sleek design 100 ml, 3 1/2oz  clear glass bottle  with shiny silver spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-100ml-perfume-spray-pump/cap-on/GB-SLK-CLR-100ML-SPR-SSLV.png
GB-SLK-CLR-30ML-RDC-LBLT,GBSlk30RdcrLBrwnLthr,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and light brown faux leather cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-LBLT.png
GB-CYL-AMB-5ML-SPR-SGLD,GBTulipAmb5SpryGlSh,Tulip,"Tulip design 5ml, 1/6 oz Amber glass bottle with shiny gold spray. Fine mist sprayer for use with perfumes and colognes. Refillable, Small sized bottle for decants, promotion, samples and travel accessory. Price each",Amber,5 ml (0.17 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/tulip/tulip-5ml-fine-mist-sprayer/cap-on/GB-CYL-AMB-5ML-SPR-SGLD.png
GB-SLM-CLR-100ML-SPR-SSLV,GBSlm100SpryShnSl,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with shiny silver spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-perfume-spray-pump/cap-on/GB-SLM-CLR-100ML-SPR-SSLV.png
GB-SLK-CLR-30ML-RDC-SSLV,GBSlk30RdcrShnSl,Sleek,"Sleek design 30 ml, 1oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Sleek design bottle is a family of bottles available in 5ml, 8ml, 30m, 50ml and 100ml. P",Clear,30 ml (1.01 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-reducer/cap-on/GB-SLK-CLR-30ML-RDC-SSLV.png
GB-SLM-CLR-100ML-SPR-SGLD,GBSlm100SpryShnGl,Slim,"Slim design 100 ml, 3 1/2oz  clear glass bottle  with shiny gold spray pump. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray. Slim design bottle is a family of bottles available 30ml, 50ml and 100ml. Price each",Clear,100 ml (3.38 oz),none,,/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-100ml-perfume-spray-pump/cap-on/GB-SLM-CLR-100ML-SPR-SGLD.png
