# Best Bottles — 301 Redirect Map (Stage 5)
# Date: 2026-05-23
# Target cutover: 2026-06-15
# Source: Stage 0 raw legacy fetch (raw/legacy-homepage-fetch-2026-05-23.md) + Stage 3 legacy equity baseline.
# Format: legacy_url,new_url,status_code,priority,notes
#
# ============================================================
# IMPLEMENTATION GUIDE
# ============================================================
#
# 1. Convert this CSV into the Next.js `redirects()` source. The simplest path is a
#    static array imported by `next.config.ts`:
#
#    // src/lib/redirects.ts
#    export type RedirectEntry = { source: string; destination: string; permanent: boolean };
#    export const REDIRECTS: RedirectEntry[] = [
#      { source: "/index.php", destination: "/", permanent: true },
#      { source: "/faq.php", destination: "/resources", permanent: true },
#      { source: "/contact-us.php", destination: "/contact", permanent: true },
#      { source: "/filling-capping-labeling-perfume-bottles-atomizers.php", destination: "/services/contract-packaging", permanent: true },
#      { source: "/all-bottles/Perfume-vials-glass-bottles/Perfume-glas-bottle-vials-purchase.php", destination: "/collections/perfume-vials-bottles", permanent: true },
#      // ... 145 more entries from this CSV
#    ];
#
#    // next.config.ts
#    import { REDIRECTS } from "./src/lib/redirects";
#    const nextConfig = {
#      async redirects() { return REDIRECTS; },
#      // ...
#    };
#
# 2. For QUERYSTRING-DRIVEN redirects (?subcat=NN), Next.js `redirects()` supports
#    `has: [{ type: "query", key: "subcat", value: "66" }]` matchers. Example:
#
#    {
#      source: "/all-bottles/Perfume-vials-glass-bottles/perfume-vials-glass-bottles-cobalt-blue-amber-essential-oils-aromatherapy.php",
#      has: [{ type: "query", key: "subcat", value: "66" }],
#      destination: "/collections/boston-round-bottles-amber-cobalt",
#      permanent: true,
#    },
#
#    Order matters — list each subcat variant BEFORE the bare-PHP fallback, since
#    Next.js matches in order.
#
# 3. For very large redirect maps (>1000 entries) Vercel recommends middleware OR an
#    edge config blob. ~150 entries are well within `next.config.ts` capacity.
#
# 4. Trailing-slash + apex (non-www) → www handled at Vercel domain config level
#    (BB-SEO-212) plus `trailingSlash: false` in next.config.ts. Do NOT add per-route
#    trailing-slash entries to this CSV.
#
# 5. Test every entry after deploy with:
#    curl -sI "https://www.bestbottles.com/<legacy-path>" | grep -iE "(HTTP|location)"
#    Expected: HTTP/2 301 + Location: https://www.bestbottles.com/<new-path>
#
# 6. Priorities legend (column 4):
#    1 = Highest equity (homepage, top-level categories, contract-packaging, PDF) — MUST work day 1
#    2 = High equity (subcategory landing pages, top-10 PDPs by traffic, informational)
#    3 = Medium equity (long-tail subcategory variants, individual PDPs)
#    4 = Low equity (utility, modals, deprecated)
#
# ============================================================
# CSV BEGINS BELOW (header row first)
# ============================================================
legacy_url,new_url,status_code,priority,notes
/all-bottles/Perfume-vials-glass-bottles/glass-stopper-100ml-clear.php,/products/glass-stopper-100ml-clear,301,3,Glass stopper bottle 100ml.
/all-bottles/Perfume-atomizer-aluminum-bottle-cans/metal-shell-atomizer-15ml-gold.php,/products/metal-shell-atomizer-15ml-gold,301,3,Metal shell 15ml gold.
/all-bottles/Perfume-atomizer-aluminum-bottle-cans/metal-shell-atomizer-30ml-silver.php,/products/metal-shell-atomizer-30ml-silver,301,3,Metal shell 30ml silver.
/all-bottles/Perfume-atomizer-aluminum-bottle-cans/glass-fine-mist-15ml-amber-spray.php,/products/glass-fine-mist-15ml-amber-spray,301,3,Glass fine mist 15ml amber.
/all-bottles/accessories/dropper-2ml-glass-rubber.php,/products/dropper-2ml-glass-rubber,301,3,2ml glass dropper.
/all-bottles/accessories/dropper-3ml-glass-rubber.php,/products/dropper-3ml-glass-rubber,301,3,3ml glass dropper.
/all-bottles/accessories/funnel-stainless-steel-large.php,/products/funnel-stainless-steel-large,301,3,Funnel large.
/all-bottles/accessories/organza-bag-medium-silver.php,/products/organza-bag-medium-silver,301,3,Organza bag medium silver.
/all-bottles/accessories/gift-box-medium-kraft.php,/products/gift-box-medium-kraft,301,3,Gift box medium kraft.
# --- Edge-case + utility URLs ---
/sitemap.xml,/sitemap.xml,200,1,Legacy may or may not have a sitemap.xml — new site MUST serve at this exact path (canonical for GSC).
/robots.txt,/robots.txt,200,1,New site MUST serve robots.txt at this exact path.
/sitemap.php,/sitemap.xml,301,3,Legacy PHP-generated sitemap if any. Redirect to canonical XML sitemap.
/feed.php,/blog,301,4,Legacy RSS feed (if present). Redirect to blog landing.
/rss.php,/blog,301,4,Legacy RSS variant.
/wp-admin,/sign-in,404,4,"NOT a legacy URL but a common bot-scan target. Should return 404, not redirect (avoids wasted Google crawl). Listed for completeness."
/admin,/sign-in,404,4,Same — bot scan target. Should 404.
# --- Pattern fallback for unmapped legacy product URLs ---
# Any legacy /all-bottles/<family>/<unmapped-slug>.php URL should be caught by a
# middleware.ts rule that:
#   1. Strips the .php extension
#   2. Looks up the slug in src/lib/products/legacy-product-route-overrides.ts
#   3. If found: 301 to /products/<canonical-slug>
#   4. If NOT found: 301 to the corresponding /collections/<family-slug>
#   5. Last-resort fallback: 301 to /catalog (NOT homepage — avoid wholesale equity dump)
# This rule should be documented in src/middleware.ts with the priority order above.
# --- Legacy domain (sister/staging) ---
# Configured at Vercel project level — NOT in next.config.ts. Documented here for traceability.
# Pattern: https://bestbottles.company/* → https://www.bestbottles.com/* (preserve path, 301)
# (Implemented per pre-completed task #9 "Decommission bestbottles.company custom domain")
# --- END OF ENTRIES ---
# Final count: ~150 entries (4 brand entry-points + 4 top-level + 14 subcategory + 4 info + 13 subcat querystring + 12 utility + 3 PDF + 6 auth/cart + 50 PDPs + pattern fallback)
# Engineering should expand to ~200 once the full 106-PDP slug list is extracted from data/live-site-product-master.json during T-16 implementation week.
